Trans Number,Employee,Year,Month,WeekDay,Product,Units,Sales,Location
1730,Emilee,2018,October,Wednesday,eye liner,86,260.2900127,midwest
1731,Betsy,2019,August,Wednesday,lipstick,84,254.776311,east
1732,Cristina,2020,November,Saturday,mascara,6,19.96504035,west
1733,Betsy,2020,January,Tuesday,lipstick,5,12.77239415,south
1734,Cristina,2020,April,Saturday,lip gloss,22,67.93673606,midwest
1735,Betsy,2019,December,Thursday,eye liner,29,89.11463611,east
1736,Cici,2018,November,Sunday,lip gloss,3,10.88983367,south
1737,Ashley,2020,March,Tuesday,eye liner,88,265.5252397,east
1738,Emilee,2019,February,Friday,eye liner,41,124.9892412,midwest
1739,Jen,2019,February,Monday,foundation,59,178.8362802,east
1740,Jen,2018,October,Tuesday,mascara,29,89.26165861,south
1741,Ashley,2018,February,Tuesday,mascara,43,130.2996552,west
1742,Cici,2020,April,Wednesday,lip gloss,75,227.5173259,east
1743,Betsy,2018,August,Sunday,mascara,40,121.7081172,east
1744,Cici,2018,November,Thursday,mascara,78,235.8865628,south
1745,Zaret,2019,March,Saturday,eye liner,38,115.7976352,midwest
1746,Emilee,2019,June,Saturday,mascara,3,6.354290779,west
1747,Hallagan,2018,April,Friday,foundation,34,103.8978672,west
1748,Ashley,2018,May,Tuesday,eye liner,85,256.4457112,east
1749,Cristina,2019,November,Wednesday,foundation,70,212.0289747,west
1750,Emilee,2020,October,Friday,eye liner,86,259.7572788,midwest
1751,Cici,2020,December,Sunday,foundation,47,142.9319058,east
1752,Colleen,2020,June,Tuesday,lipstick,20,62.60340378,south
1753,Jen,2018,May,Saturday,mascara,33,101.4190663,west
1754,Cristina,2018,November,Sunday,mascara,10,27.86548821,midwest
1755,Cici,2020,December,Wednesday,lip gloss,40,122.3996673,south
1756,Emilee,2018,July,Tuesday,foundation,13,40.44036219,south
1757,Ashley,2020,August,Tuesday,lip gloss,20,62.15987464,south
1758,Emilee,2018,February,Saturday,eye liner,22,68.77864375,west
1759,Zaret,2019,September,Sunday,foundation,91,275.5637817,midwest
1760,Betsy,2020,May,Thursday,lip gloss,17,53.53654615,midwest
1761,Zaret,2018,November,Sunday,lip gloss,77,232.7830019,south
1762,Cristina,2020,December,Wednesday,mascara,8,25.17003354,midwest
1763,Ashley,2019,August,Saturday,eye liner,1,0.688781501,south
1764,Hallagan,2019,June,Saturday,lip gloss,52,158.0743638,midwest
1765,Cici,2019,August,Wednesday,mascara,50,152.5980125,midwest
1766,Cici,2020,June,Saturday,foundation,69,209.2745805,south
1767,Emilee,2020,May,Friday,mascara,10,28.42947461,midwest
1768,Zaret,2018,September,Monday,foundation,10,27.78742676,east
1769,Jen,2019,October,Tuesday,mascara,90,272.4724468,midwest
1770,Ashley,2020,November,Tuesday,foundation,4,9.800520187,south
1771,Betsy,2020,August,Friday,lip gloss,14,44.06669209,west
1772,Emilee,2019,December,Monday,lip gloss,13,41.65160884,east
1773,Colleen,2018,July,Tuesday,foundation,10,27.44900737,midwest
1774,Cici,2019,February,Monday,foundation,81,244.9620972,east
1775,Betsy,2018,December,Saturday,foundation,91,274.0163332,west
1776,Cristina,2018,December,Tuesday,lip gloss,7,23.09610357,south
1777,Betsy,2019,December,Monday,eye liner,95,286.409135,midwest
1778,Colleen,2020,March,Friday,mascara,7,23.46039845,east
1779,Emilee,2019,April,Sunday,mascara,9,29.49670912,east
1780,Emilee,2018,May,Tuesday,foundation,16,50.32304692,south
1781,Ashley,2019,February,Friday,lip gloss,37,112.6423669,east
1782,Cici,2020,September,Sunday,lip gloss,38,115.8669435,west
1783,Betsy,2020,September,Wednesday,lipstick,43,130.3805873,east
1784,Cici,2020,July,Wednesday,mascara,5,12.64970674,midwest
1785,Emilee,2020,November,Tuesday,eye liner,9,28.95108792,west
1786,Betsy,2020,January,Tuesday,lip gloss,9,24.65336452,east
1787,Jen,2019,August,Wednesday,lipstick,24,74.61122832,east
1788,Cici,2018,May,Tuesday,lip gloss,30,91.37006038,midwest
1789,Cristina,2019,December,Thursday,lip gloss,83,250.8450811,west
1790,Emilee,2018,March,Sunday,lip gloss,90,271.870677,east
1791,Colleen,2019,March,Wednesday,eye liner,82,248.2278799,south
1792,Hallagan,2019,October,Tuesday,eye liner,51,155.2332928,midwest
1793,Cici,2017,December,Sunday,lip gloss,66,200.1251143,west
1794,Emilee,2019,December,Friday,mascara,29,89.0164073,south
1795,Ashley,2019,September,Monday,lip gloss,93,280.8745605,east
1796,Jen,2020,October,Thursday,eye liner,3,6.54198404,midwest
1797,Ashley,2020,September,Saturday,lip gloss,2,3.635511178,south
1798,Cristina,2018,October,Tuesday,lipstick,79,239.2507793,midwest
1799,Betsy,2020,December,Thursday,lip gloss,31,94.72145499,east
1800,Hallagan,2019,May,Friday,foundation,46,140.2151755,south
1801,Emilee,2020,December,Thursday,foundation,93,281.7856089,west
1802,Emilee,2018,March,Wednesday,lip gloss,82,247.0191821,midwest
1803,Cici,2020,December,Wednesday,lipstick,87,263.7173333,south
1804,Ashley,2018,December,Friday,foundation,62,187.5676875,east
1805,Cristina,2018,December,Tuesday,foundation,31,94.57199297,south
1806,Ashley,2018,August,Wednesday,mascara,43,131.3308432,east
1807,Cristina,2018,November,Sunday,lip gloss,78,236.4403898,midwest
1808,Cristina,2018,July,Saturday,lip gloss,1,0.441957214,south
1809,Zaret,2018,March,Wednesday,lipstick,5,17.46980954,south
1810,Cristina,2020,May,Monday,lipstick,30,92.31026541,south
1811,Hallagan,2020,April,Wednesday,eye liner,65,197.1758555,west
1812,Cici,2020,May,Thursday,mascara,14,43.79590269,south
1813,Cici,2019,November,Sunday,foundation,10,31.25956274,west
1814,Betsy,2018,March,Wednesday,lipstick,31,94.72958101,midwest
1815,Betsy,2020,April,Wednesday,mascara,25,77.10312774,south
1816,Betsy,2019,March,Saturday,lipstick,11,35.29563657,south
1817,Betsy,2018,January,Thursday,foundation,62,187.5122264,west
1818,Ashley,2018,January,Monday,foundation,4,14.18648134,west
1819,Zaret,2020,September,Saturday,eye liner,4,13.71384719,midwest
1820,Cristina,2019,November,Sunday,lip gloss,71,215.1214913,east
1821,Jen,2020,May,Monday,lipstick,67,203.1815597,east
1822,Emilee,2019,April,Thursday,lip gloss,19,59.45184868,west
1823,Cici,2019,June,Sunday,lip gloss,12,37.63450731,south
1824,Zaret,2020,June,Saturday,lip gloss,50,151.6681729,midwest
1825,Betsy,2020,February,Sunday,lipstick,73,221.232518,east
1826,Cici,2020,August,Friday,lipstick,30,91.68680881,east
1827,Ashley,2018,September,Monday,mascara,19,59.10146687,south
1828,Jen,2019,June,Saturday,eye liner,48,145.2174755,east
1829,Hallagan,2020,May,Monday,mascara,8,21.60263368,east
1830,Cici,2020,August,Friday,lip gloss,8,22.14353203,south
1831,Cici,2019,March,Wednesday,lip gloss,28,85.90676798,south
1832,Zaret,2019,September,Thursday,mascara,81,245.2131155,west
1833,Zaret,2019,January,Wednesday,lip gloss,12,37.99191603,east
1834,Zaret,2020,March,Monday,eye liner,54,164.0337372,east
1835,Zaret,2019,May,Tuesday,foundation,70,212.3057204,south
1836,Zaret,2019,August,Tuesday,eye liner,89,269.0728913,east
1837,Cristina,2019,September,Sunday,foundation,10,32.27194121,east
1838,Betsy,2017,December,Sunday,foundation,52,158.1758189,east
1839,Cristina,2019,July,Thursday,mascara,85,257.8166917,west
1840,Ashley,2019,June,Sunday,foundation,31,93.98370195,south
1841,Emilee,2020,March,Friday,mascara,36,110.0299028,south
1842,Colleen,2018,April,Monday,lip gloss,80,241.8335391,midwest
1843,Colleen,2019,July,Friday,mascara,27,82.45575129,west
1844,Cristina,2018,May,Tuesday,foundation,46,140.3944614,south
1845,Cristina,2018,July,Tuesday,foundation,29,89.57751537,south
1846,Jen,2020,February,Sunday,lip gloss,55,167.0360191,midwest
1847,Emilee,2018,September,Monday,mascara,2,7.317364551,south
1848,Betsy,2020,June,Saturday,foundation,60,182.392545,west
1849,Zaret,2019,July,Friday,lip gloss,12,37.85166426,east
1850,Jen,2018,May,Saturday,mascara,52,157.8830987,south
1851,Ashley,2018,April,Friday,lip gloss,37,113.273904,midwest
1852,Ashley,2018,September,Friday,lipstick,36,110.5190003,south
1853,Cici,2018,April,Friday,lip gloss,87,262.8131285,east
1854,Cristina,2020,January,Wednesday,mascara,16,50.27957449,midwest
1855,Emilee,2019,July,Monday,lip gloss,50,152.1259358,east
1856,Hallagan,2020,January,Wednesday,mascara,53,160.6276452,south
1857,Cici,2018,May,Wednesday,foundation,61,184.7609381,midwest
1858,Ashley,2019,July,Thursday,foundation,95,286.825263,south
1859,Colleen,2018,August,Sunday,lipstick,6,16.5893946,south
1860,Emilee,2018,August,Wednesday,lip gloss,9,24.76005363,east
1861,Cristina,2020,March,Friday,eye liner,74,223.8275118,midwest
1862,Hallagan,2019,December,Thursday,lip gloss,18,55.52414679,south
1863,Zaret,2020,March,Monday,eye liner,73,220.6706348,east
1864,Emilee,2018,December,Friday,eye liner,62,188.4267819,west
1865,Colleen,2020,July,Wednesday,foundation,2,3.592437744,south
1866,Cristina,2020,September,Sunday,foundation,7,18.93906344,south
1867,Cristina,2020,August,Friday,mascara,73,220.7742121,east
1868,Hallagan,2019,April,Sunday,eye liner,24,73.58598908,south
1869,Betsy,2019,September,Monday,lipstick,18,56.08445493,east
1870,Hallagan,2020,November,Saturday,mascara,49,149.4049382,west
1871,Cici,2018,December,Saturday,mascara,21,64.68387265,midwest
1872,Colleen,2018,May,Saturday,foundation,2,7.993840174,south
1873,Cici,2018,November,Thursday,foundation,83,250.8753935,south
1874,Colleen,2018,December,Saturday,lip gloss,63,191.1476067,south
1875,Cristina,2018,February,Saturday,lipstick,54,163.8662854,midwest
1876,Colleen,2018,September,Monday,lip gloss,19,59.71526085,west
1877,Cici,2018,September,Monday,eye liner,66,199.3615971,east
1878,Betsy,2018,May,Wednesday,lip gloss,60,182.2807138,south
1879,Ashley,2020,August,Friday,eye liner,90,271.8520804,midwest
1880,Emilee,2020,December,Sunday,lip gloss,59,178.6503023,south
1881,Emilee,2019,September,Monday,foundation,0,2.656068901,east
1882,Jen,2018,March,Sunday,foundation,72,217.9001505,midwest
1883,Betsy,2018,July,Tuesday,lip gloss,6,15.73595969,east
1884,Hallagan,2020,May,Monday,lip gloss,89,269.3955282,west
1885,Ashley,2020,May,Thursday,lip gloss,12,37.83771126,west
1886,Cristina,2019,August,Tuesday,mascara,89,269.1475428,south
1887,Zaret,2019,April,Thursday,lip gloss,61,185.3147883,midwest
1888,Colleen,2019,July,Monday,eye liner,24,73.81115186,west
1889,Emilee,2020,November,Saturday,eye liner,76,229.9178081,west
1890,Cici,2019,June,Wednesday,foundation,16,49.7539874,east
1891,Betsy,2019,April,Sunday,foundation,39,119.1888319,east
1892,Cici,2020,February,Thursday,mascara,92,278.4349111,west
1893,Cici,2018,July,Saturday,foundation,20,61.92385747,midwest
1894,Colleen,2018,May,Saturday,lip gloss,60,181.8703479,east
1895,Emilee,2019,November,Sunday,eye liner,15,47.16102233,east
1896,Ashley,2019,February,Monday,foundation,36,109.8425992,east
1897,Colleen,2019,November,Saturday,lip gloss,46,140.4088994,west
1898,Zaret,2018,January,Thursday,lipstick,72,217.8358862,west
1899,Hallagan,2020,October,Friday,eye liner,28,85.65682953,south
1900,Cristina,2020,June,Tuesday,eye liner,54,164.4873342,midwest
